Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"December 06, 2013",Women's Bantamweight,Raquel Pennington,Roxanne Modafferi,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/9a967e8e43dcef63
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"December 06, 2013",Featherweight,Akira Corassani,Maximo Blanco,Draw,DQ,1,0:25,http://ufcstats.com/event-details/9a967e8e43dcef63
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"December 06, 2013",Featherweight,Tom Niinimaki,Rani Yahya,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/9a967e8e43dcef63
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"December 06, 2013",Heavyweight,Jared Rosholt,Walt Harris,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/9a967e8e43dcef63
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"December 06, 2013",Welterweight,Sean Spencer,Drew Dober,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/9a967e8e43dcef63
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"December 06, 2013",Flyweight,Josh Sampo,Ryan Benoit,Draw,"SUB

      

        Rear Naked Choke",2,4:31,http://ufcstats.com/event-details/9a967e8e43dcef63
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Welterweight,Georges St-Pierre,Johny Hendricks,Draw,S-DEC,5,5:00,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Light Heavyweight,Rashad Evans,Chael Sonnen,Draw,"KO/TKO

      

        Punches",1,4:05,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Welterweight,Robbie Lawler,Rory MacDonald,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Welterweight,Tyron Woodley,Josh Koscheck,Draw,"KO/TKO

      

        Punch",1,4:38,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Flyweight,Ali Bagautinov,Tim Elliott,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Lightweight,Donald Cerrone,Evan Dunham,Draw,"SUB

      

        Triangle Choke",2,3:49,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Middleweight,Thales Leites,Ed Herman,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Welterweight,Rick Story,Brian Ebersole,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Bantamweight,Erik Perez,Edwin Figueroa,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Welterweight,Jason High,Anthony Lapsley,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Bantamweight,Sergio Pettis,Will Campuzano,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC 167: St-Pierre vs Hendricks,"November 30, 2013",Light Heavyweight,Gian Villante,Cody Donovan,Draw,"KO/TKO

      

        Punch",2,1:22,http://ufcstats.com/event-details/28f3c2258a1d8874
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Light Heavyweight,Vitor Belfort,Dan Henderson,Draw,"KO/TKO

      

        Kick",1,1:17,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Middleweight,Cezar Ferreira,Daniel Sarafian,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Light Heavyweight,Rafael Cavalcante,Igor Pokrajac,Draw,"KO/TKO

      

        Knee",1,1:18,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Welterweight,Brandon Thatch,Paulo Thiago,Draw,"KO/TKO

      

        Knee",1,2:10,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Welterweight,Ryan LaFlare,Santiago Ponzinibbio,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Featherweight,Jeremy Stephens,Rony Jason,Draw,"KO/TKO

      

        Kick",1,0:40,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Featherweight,Sam Sicilia,Godofredo Pepey,Draw,"KO/TKO

      

        Punches",1,1:42,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Middleweight,Omari Akhmedov,Thiago Perpetuo,Draw,"KO/TKO

      

        Punch",1,3:31,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Lightweight,Thiago Tavares,Justin Salas,Draw,"SUB

      

        Rear Naked Choke",1,2:38,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Lightweight,Adriano Martins,Daron Cruickshank,Draw,"SUB

      

        Straight Armbar",2,2:49,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Belfort vs Henderson 2,"November 16, 2013",Flyweight,Dustin Ortiz,Jose Maria,Draw,"KO/TKO

      

        Punches",3,3:19,http://ufcstats.com/event-details/5d7c18191b8aa432
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Middleweight,Tim Kennedy,Rafael Natal,Draw,"KO/TKO

      

        Punch",1,4:40,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Women's Bantamweight,Alexis Davis,Liz Carmouche,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Middleweight,Yoel Romero,Ronny Markes,Draw,"KO/TKO

      

        Punch",3,1:39,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Lightweight,Rustam Khabilov,Jorge Masvidal,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Lightweight,Michael Chiesa,Colton Smith,Draw,"SUB

      

        Rear Naked Choke",2,1:41,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Lightweight,King Green,James Krause,Draw,"KO/TKO

      

        Kick",1,3:50,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Bantamweight,Francisco Rivera,George Roop,Draw,"KO/TKO

      

        Punch",2,2:20,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Featherweight,Dennis Bermudez,Steven Siler,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Women's Bantamweight,Amanda Nunes,Germaine de Randamie,Draw,"KO/TKO

      

        Elbows",1,3:56,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Middleweight,Lorenz Larkin,Chris Camozzi,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Lightweight,Yves Edwards,Yancy Medeiros,Draw,Overturned,1,2:47,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Welterweight,Seth Baczynski,Neil Magny,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Fight for the Troops 3,"November 09, 2013",Middleweight,Derek Brunson,Brian Houston,Draw,"SUB

      

        Rear Naked Choke",1,0:48,http://ufcstats.com/event-details/35dc6220b113b7ec
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Middleweight,Lyoto Machida,Mark Munoz,Draw,"KO/TKO

      

        Kick",1,3:10,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Lightweight,Ross Pearson,Melvin Guillard,Draw,CNC,1,1:57,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Light Heavyweight,Jimi Manuwa,Ryan Jimmo,Draw,KO/TKO,2,4:41,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Lightweight,Norman Parke,Jon Tuck,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Middleweight,Nicholas Musoke,Alessio Sakara,Draw,"SUB

      

        Armbar",1,3:07,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Flyweight,John Lineker,Phil Harris,Draw,"KO/TKO

      

        Punch",1,2:51,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Lightweight,Al Iaquinta,Piotr Hallmann,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Middleweight,Luke Barnatt,Andrew Craig,Draw,"SUB

      

        Rear Naked Choke",2,2:12,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Women's Bantamweight,Jessica Andrade,Rosi Sexton,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Featherweight,Cole Miller,Andy Ogle,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Featherweight,Jimy Hettes,Robert Whiteford,Draw,"SUB

      

        Triangle Choke",2,2:17,http://ufcstats.com/event-details/60884f31ead1609c
UFC Fight Night: Machida vs Munoz,"November 06, 2013",Middleweight,Brad Scott,Michael Kuiper,Draw,"SUB

      

        Guillotine Choke",1,4:17,http://ufcstats.com/event-details/60884f31ead1609c
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Heavyweight,Cain Velasquez,Junior Dos Santos,Draw,"KO/TKO

      

        Punch",5,3:09,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Heavyweight,Daniel Cormier,Roy Nelson,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Lightweight,Gilbert Melendez,Diego Sanchez,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Heavyweight,Gabriel Gonzaga,Shawn Jordan,Draw,"KO/TKO

      

        Punch",1,1:33,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Flyweight,John Dodson,Darrell Montague,Draw,"KO/TKO

      

        Punch",1,4:13,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Middleweight,Tim Boetsch,CB Dollaway,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Welterweight,Hector Lombard,Nate Marquardt,Draw,"KO/TKO

      

        Punch",1,1:48,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Women's Bantamweight,Sarah Kaufman,Jessica Eye,Draw,Overturned,3,5:00,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Lightweight,KJ Noons,George Sotiropoulos,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Welterweight,Adlan Amagov,TJ Waldburger,Draw,"KO/TKO

      

        Punch",1,3:00,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Lightweight,Tony Ferguson,Mike Rio,Draw,"SUB

      

        D'Arce Choke",1,1:52,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Featherweight,Andre Fili,Jeremy Larsen,Draw,"KO/TKO

      

        Punch",2,0:53,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC 166: Velasquez vs Dos Santos 3,"October 26, 2013",Bantamweight,Kyoji Horiguchi,Dustin Pague,Draw,"KO/TKO

      

        Punches",2,3:51,http://ufcstats.com/event-details/eae4aec1a5a8ff01
UFC Fight Night: Maia vs Shields,"October 19, 2013",Welterweight,Jake Shields,Demian Maia,Draw,S-DEC,5,5:00,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Welterweight,Dong Hyun Kim,Erick Silva,Draw,"KO/TKO

      

        Punch",2,3:01,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Light Heavyweight,Thiago Silva,Matt Hamill,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Light Heavyweight,Fabio Maldonado,Joey Beltran,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Welterweight,Rousimar Palhares,Mike Pierce,Draw,"SUB

      

        Heel Hook",1,0:31,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Bantamweight,Raphael Assuncao,TJ Dillashaw,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Welterweight,Igor Araujo,Ildemar Alcantara,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Welterweight,Yan Cabral,David Mitchell,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Flyweight,Chris Cariaso,Iliarde Santos,Draw,"KO/TKO

      

        Punches",2,4:31,http://ufcstats.com/event-details/43612456979e5d5e
UFC Fight Night: Maia vs Shields,"October 19, 2013",Lightweight,Alan Patrick,Garett Whiteley,Draw,"KO/TKO

      

        Punch",1,3:54,http://ufcstats.com/event-details/43612456979e5d5e
UFC 165: Jones vs Gustafsson,"October 09, 2013",Light Heavyweight,Jon Jones,Alexander Gustafsson,Draw,U-DEC,5,5:00,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Bantamweight,Renan Barao,Eddie Wineland,Draw,"KO/TKO

      

        Spinning Back Kick",2,0:35,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Heavyweight,Brendan Schaub,Matt Mitrione,Draw,"SUB

      

        D'Arce Choke",1,4:06,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Middleweight,Francis Carmont,Constantinos Philippou,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Lightweight,Khabib Nurmagomedov,Pat Healy,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Lightweight,Myles Jury,Mike Ricci,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Bantamweight,Wilson Reis,Ivan Menjivar,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Welterweight,Stephen Thompson,Chris Clements,Draw,"KO/TKO

      

        Punch",2,1:27,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Bantamweight,Mitch Gagnon,Dustin Kimura,Draw,"SUB

      

        Guillotine Choke",1,4:05,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Lightweight,John Makdessi,Renee Forte,Draw,"KO/TKO

      

        Punch",1,2:01,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Lightweight,Michel Prazeres,Jesse Ronson,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Bantamweight,Alex Caceres,Roland Delorme,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC 165: Jones vs Gustafsson,"October 09, 2013",Heavyweight,Daniel Omielanczuk,Nandor Guelmino,Draw,"KO/TKO

      

        Punch",3,3:18,http://ufcstats.com/event-details/df5a77121ba84a5d
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Light Heavyweight,Glover Teixeira,Ryan Bader,Draw,"KO/TKO

      

        Punch",1,2:55,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Middleweight,Jacare Souza,Yushin Okami,Draw,"KO/TKO

      

        Punch",1,2:47,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Flyweight,Joseph Benavidez,Jussier Formiga,Draw,"KO/TKO

      

        Knee",1,3:07,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Lightweight,Piotr Hallmann,Francisco Trinaldo,Draw,"SUB

      

        Kimura",2,3:50,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Middleweight,Rafael Natal,Tor Troeng,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Flyweight,Ali Bagautinov,Marcos Vinicius,Draw,"KO/TKO

      

        Punch",3,3:28,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Featherweight,Edimilson Souza,Felipe Arantes,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Bantamweight,Lucas Martins,Ramiro Hernandez,Draw,"SUB

      

        Rear Naked Choke",1,1:10,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Welterweight,Elias Silverio,Joao Zeferino,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Welterweight,Ivan Jorge,Keith Wisniewski,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b23fca14c7b79935
UFC Fight Night: Teixeira vs Bader,"September 21, 2013",Welterweight,Sean Spencer,Yuri Villefort,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/b23fca14c7b79935
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Lightweight,Anthony Pettis,Benson Henderson,Draw,"SUB

      

        Armbar",1,4:41,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Heavyweight,Josh Barnett,Frank Mir,Draw,"KO/TKO

      

        Knee",1,1:56,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Featherweight,Chad Mendes,Clay Guida,Draw,"KO/TKO

      

        Punch",3,0:30,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Heavyweight,Ben Rothwell,Brandon Vera,Draw,"KO/TKO

      

        Punches",3,1:54,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Featherweight,Dustin Poirier,Erik Koch,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Lightweight,Gleison Tibau,Jamie Varner,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Flyweight,Tim Elliott,Louis Gaudinot,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Welterweight,Hyun Gyu Lim,Pascal Krauss,Draw,"KO/TKO

      

        Knee",1,3:58,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Bantamweight,Chico Camus,Kyung Ho Kang,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Heavyweight,Soa Palelei,Nikita Krylov,Draw,"KO/TKO

      

        Punches",3,1:34,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Lightweight,Al Iaquinta,Ryan Couture,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/980b4e712489098e
UFC 164: Henderson vs Pettis 2,"September 04, 2013",Middleweight,Magnus Cedenblad,Jared Hamman,Draw,"SUB

      

        Guillotine Choke",1,0:57,http://ufcstats.com/event-details/980b4e712489098e
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Welterweight,Carlos Condit,Martin Kampmann,Draw,"KO/TKO

      

        Punch",4,0:54,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Lightweight,Rafael Dos Anjos,Donald Cerrone,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Welterweight,Kelvin Gastelum,Brian Melancon,Draw,"SUB

      

        Rear Naked Choke",1,2:26,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Welterweight,Court McGee,Robert Whittaker,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Bantamweight,Takeya Mizugaki,Erik Perez,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Middleweight,Brad Tavares,Robert McDaniel,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Middleweight,Dylan Andrews,Papy Abedi,Draw,"KO/TKO

      

        Punch",3,1:32,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Welterweight,Brandon Thatch,Justin Edwards,Draw,"KO/TKO

      

        Punch",1,1:23,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Featherweight,Darren Elkins,Hatsu Hioki,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Welterweight,Jason High,James Head,Draw,"SUB

      

        Guillotine Choke",1,1:41,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Welterweight,Zak Cummings,Ben Alloway,Draw,"SUB

      

        D'Arce Choke",1,4:19,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Condit vs Kampmann 2,"August 31, 2013",Lightweight,Roger Bowling,Abel Trujillo,Draw,CNC,2,4:57,http://ufcstats.com/event-details/e5c38954c006f15c
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Light Heavyweight,Chael Sonnen,Mauricio Rua,Draw,"SUB

      

        Guillotine Choke",1,4:47,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Heavyweight,Travis Browne,Alistair Overeem,Draw,"KO/TKO

      

        Kick",1,4:08,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Bantamweight,Urijah Faber,Iuri Alcantara,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Welterweight,Matt Brown,Mike Pyle,Draw,"KO/TKO

      

        Knee",1,0:29,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Middleweight,John Howard,Uriah Hall,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Lightweight,Michael Johnson,Joe Lauzon,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Bantamweight,Michael McDonald,Brad Pickett,Draw,"SUB

      

        Triangle Choke",2,3:43,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Featherweight,Conor McGregor,Max Holloway,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Featherweight,Steven Siler,Mike Brown,Draw,"KO/TKO

      

        Punch",1,0:50,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Featherweight,Diego Brandao,Daniel Pineda,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Featherweight,Manvel Gamburyan,Cole Miller,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Light Heavyweight,Ovince Saint Preux,Cody Donovan,Draw,"KO/TKO

      

        Punches",1,2:07,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC Fight Night: Shogun vs Sonnen,"August 28, 2013",Lightweight,James Vick,Ramsey Nijem,Draw,"SUB

      

        Guillotine Choke",1,0:58,http://ufcstats.com/event-details/cf1a88371c8cb690
UFC 163: Aldo vs Jung,"August 17, 2013",Featherweight,Jose Aldo,Chan Sung Jung,Draw,"KO/TKO

      

        Punches",4,2:00,http://ufcstats.com/event-details/ebc5af72ad5a28cb
UFC 163: Aldo vs Jung,"August 17, 2013",Light Heavyweight,Phil Davis,Lyoto Machida,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/ebc5af72ad5a28cb
