Fighter,Peak Elo,Weight Class,Record
Ihor Potieria,878.6455209541094,Middleweight,2-6-0
Mackenzie Dern,878.6321767357217,Women's Strawweight,11-5-0
Iuri Alcantara,878.3460501970447,Bantamweight,10-7-1
Yancy Medeiros,877.9053768840997,Lightweight,6-8-1
Guido Cannetti,877.716646400554,Bantamweight,4-6-0
Danny Castillo,877.5571066295809,Lightweight,7-7-0
Ricardo Ramos,877.4884546114563,Featherweight,8-7-0
Justin Edwards,877.4848947426715,Lightweight,2-5-0
TJ Brown,877.3773345489888,Featherweight,3-5-0
Frank Camacho,877.3310271190696,Lightweight,2-6-0
John Howard,877.2031576171551,Welterweight,7-7-0
Volkan Oezdemir,876.8656425718112,Light Heavyweight,8-7-0
Makwan Amirkhani,876.741584602417,Featherweight,7-7-0
Julian Erosa,875.6888417801636,Featherweight,9-8-0
Rafaello Oliveira,875.5584719511941,Lightweight,2-6-0
Mike Rodriguez,875.3778839567627,Light Heavyweight,2-5-1
Keith Jardine,874.8497096706284,Light Heavyweight,6-7-0
Maki Pitolo,874.5817003119826,Middleweight,1-5-0
Marcos Rogerio de Lima,874.4767418310971,Heavyweight,11-7-0
Denis Tiuliulin,874.4566559377832,Middleweight,1-5-0
Dustin Pague,874.4381024429956,Bantamweight,1-5-0
Matt Grice,873.7878113321391,Featherweight,2-5-0
Vaughan Lee,873.5783512235673,Flyweight,3-5-0
Jared Vanderaa,872.9365854140569,Heavyweight,1-6-0
Andy Ogle,871.8533001718566,Featherweight,1-5-0
Josh Parisian,871.7492833181764,Heavyweight,2-5-0
Mike Perry,871.7488198180812,Welterweight,7-8-0
Jared Gordon,871.3044221967098,Lightweight,9-7-1
Thiago Tavares,871.2246797331632,Featherweight,10-7-1
Brad Scott,871.2110149690179,Welterweight,3-5-0
Gillian Robertson,871.0060737271349,Women's Strawweight,13-6-0
Nick Diaz,870.9639715040095,Middleweight,7-7-1
Trevin Giles,870.8300748105409,Welterweight,7-7-0
Rogerio Nogueira,870.7743967207043,Light Heavyweight,6-7-0
Artem Lobov,870.4066614067888,Featherweight,2-5-0
Jai Herbert,869.506233839494,Lightweight,3-5-1
Aaron Riley,868.3866752894071,Lightweight,3-6-0
Paulo Thiago,868.1691545384177,Welterweight,5-8-0
Katlyn Cerminara,867.673675992892,Women's Flyweight,11-6-0
Mickey Gall,867.5397684185077,Welterweight,6-7-0
Andre Soukhamthath,866.7454398181607,Bantamweight,2-5-0
Amanda Lemos,866.1405746902742,Women's Strawweight,9-5-0
Gabriel Benitez,865.3150598877007,Lightweight,7-8-0
Abdul Razak Alhassan,865.1268928365901,Middleweight,6-7-1
Dan Miller,865.0526422210762,Middleweight,6-7-0
Marina Rodriguez,864.9057647138094,Women's Strawweight,7-6-2
Davey Grant,864.2684384074078,Bantamweight,8-7-0
Jorge Rivera,864.044122754628,Middleweight,8-7-0
Thiago Moises,863.4975753727757,Lightweight,8-7-0
Nam Phan,863.4845738464755,Bantamweight,2-6-0
Marc Diakiese,863.073899512602,Lightweight,8-7-0
Efrain Escudero,862.6499047184202,Lightweight,5-7-0
Mac Danzig,861.0980283012292,Lightweight,5-8-0
Erick Silva,860.908645205425,Welterweight,7-8-0
Anthony Pettis,860.2591306471842,Welterweight,11-9-0
Jared Gooden,860.2009469463349,Welterweight,2-5-0
Danny Roberts,859.7426054155981,Welterweight,7-7-0
Jason MacDonald,858.5742722733196,Middleweight,6-8-0
Lukasz Brzeski,858.0531265634181,Heavyweight,1-6-0
Cody Durden,857.9200021207014,Catch Weight,6-7-1
Stephan Bonnar,857.8518045499828,Light Heavyweight,8-7-0
Michal Oleksiejczuk,857.7620750253349,Middleweight,9-7-1
Mizuto Hirota,857.759111328757,Lightweight,1-5-1
Matt Schnell,857.7071740076933,Flyweight,7-8-1
Ryan Jensen,857.661718176498,Middleweight,2-6-0
Zhalgas Zhumagulov,857.555248519171,Flyweight,1-6-0
Rhys McKee,857.5089267838092,Welterweight,1-5-0
Michihiro Omigawa,856.9571381590706,Featherweight,1-6-0
Naoyuki Kotani,856.8806400000001,Lightweight,0-5-0
Hector Lombard,856.783704048932,Middleweight,3-8-1
Daniel Lacerda,856.41930120203,Flyweight,0-5-1
John Phillips,856.3560192,Middleweight,1-5-0
Pat Healy,856.3560192,Lightweight,0-5-1
Ketlen Vieira,856.3198937059677,Women's Bantamweight,9-5-0
Jesse Ronson,855.696588581584,Lightweight,0-5-1
John Alessio,855.4585942196675,Lightweight,0-5-0
Patrick Cummins,855.1718129478683,Light Heavyweight,6-7-0
Charlie Brenneman,855.1475329005787,Lightweight,4-7-0
Sean Soriano,855.1319040000001,Featherweight,0-5-0
Thibault Gouti,855.0498010549031,Lightweight,1-5-0
Ike Villanueva,853.1855008246076,Light Heavyweight,1-5-0
Alessio Sakara,852.3795634876354,Middleweight,6-8-1
Jeremy Horn,850.8714709732781,Middleweight,6-7-0
Charles Jourdain,850.7996730045771,Bantamweight,8-7-1
Daniel Pineda,850.4967122774603,Featherweight,5-8-1
Phil Baroni,850.2872717908447,Middleweight,3-7-0
Antonio Silva,849.9919065400376,Heavyweight,3-7-1
Amanda Ribas,849.8147603087496,Women's Strawweight,7-6-0
Cynthia Calvillo,849.321755433397,Women's Strawweight,6-6-1
Scott Jorgensen,848.2199146073376,Bantamweight,4-8-0
Macy Chiasson,848.1226392975528,Women's Bantamweight,8-5-0
Loopy Godinez,848.0792318149387,Women's Strawweight,9-5-0
Felice Herrig,847.4265644204327,Women's Strawweight,5-5-0
Joe Riggs,846.5811653442347,Middleweight,5-7-0
Irene Aldana,846.5384839267213,Women's Bantamweight,8-6-0
Phillipe Nover,845.513856,Featherweight,1-6-0
Igor Pokrajac,843.9888801360429,Light Heavyweight,4-8-1
Darren Stewart,841.9865108473232,Light Heavyweight,5-7-2
Trevor Smith,841.4142095511477,Middleweight,5-7-0
JJ Aldrich,841.0321350348311,Women's Flyweight,10-6-0
Christos Giagos,840.5060547432852,Lightweight,6-8-0
SeungWoo Choi,836.8591828475752,Featherweight,4-7-0
Montana De La Rosa,836.4930574858837,Women's Flyweight,6-5-1
Sam Sicilia,835.325568,Featherweight,5-7-0
Alessio Di Chirico,835.2434665126542,Middleweight,4-7-0
Pat Barry,834.9973378095864,Heavyweight,5-7-0
Bethe Correia,832.5241819210653,Women's Bantamweight,5-6-1
Dustin Poirier,832.3360234270647,Lightweight,22-9-1
Wanderlei Silva,831.9680979735411,Light Heavyweight,5-7-0
Ode Osbourne,831.3553829366494,Bantamweight,5-7-0
Maryna Moroz,830.9782495423664,Women's Flyweight,6-6-0
Viviane Araujo,830.3028436738323,Women's Flyweight,7-6-0
Alexis Davis,830.0300991222392,Women's Bantamweight,8-6-0
Vanessa Demopoulos,829.2342791322054,Women's Flyweight,5-5-0
Charles Rosa,829.1800509529539,Featherweight,5-8-0
Anthony Perosh,828.7210360677332,Light Heavyweight,5-7-0
Lando Vannata,827.8104412878283,Lightweight,4-7-2
Claudia Gadelha,825.7812623230883,Women's Strawweight,7-5-0
Mayra Bueno Silva,825.5060552405371,Women's Bantamweight,5-6-2
Austin Hubbard,824.6005378076715,Lightweight,4-8-0
Vince Morales,824.143333458179,Bantamweight,3-8-0
Manvel Gamburyan,822.9632442559395,Bantamweight,6-8-1
Yana Santos,822.8557989389094,Women's Bantamweight,7-5-0
Sam Hughes,822.8486010703234,Women's Strawweight,6-5-0
Leonard Garcia,822.66614231995,Featherweight,2-7-0
Pannie Kianzad,820.6999598147539,Women's Bantamweight,5-6-0
Anthony Hamilton,820.3646008578202,Heavyweight,3-7-0
Don'Tale Mayes,820.3465237966305,Heavyweight,4-7-1
Jamie Pickett,819.9985620783616,Middleweight,2-7-0
Cody Gibson,819.6752958560861,Bantamweight,3-7-0
Donald Cerrone,819.5294986632116,Welterweight,23-14-1
Jessica-Rose Clark,817.9938811683304,Women's Bantamweight,4-5-0
Joe Doerksen,817.8496965384355,Middleweight,2-7-0
Brandon Davis,817.7004436554527,Bantamweight,2-7-0
George Roop,817.1741141168408,Bantamweight,5-8-0
Sara McMann,816.1019480347194,Women's Bantamweight,7-6-0
Rafael Dos Anjos,815.3225898945219,Welterweight,21-15-0
Sijara Eubanks,815.1066879410514,Women's Flyweight,5-5-0
Keita Nakamura,810.830027032163,Welterweight,4-7-0
Marcin Prachnio,810.1804372024371,Light Heavyweight,4-7-0
Holly Holm,809.8226124505752,Women's Bantamweight,8-7-1
Dhiego Lima,809.1552961732026,Welterweight,4-7-0
Jennifer Maia,808.0187874464486,Women's Flyweight,6-6-0
Ashlee Evans-Smith,805.8109511593761,Women's Bantamweight,3-6-0
Veronica Hardy,803.8704748830696,Women's Flyweight,5-5-0
Robbie Lawler,803.859544926784,Welterweight,15-10-0
Kurt Holobaugh,803.199406284479,Lightweight,2-7-0
Mara Romero Borella,803.1419827200001,Women's Flyweight,2-5-0
Demian Maia,803.1263755268736,Welterweight,22-11-0
Sarah Moras,803.0464756961138,Women's Bantamweight,3-6-0
Bec Rawlings,802.9138717935948,Women's Flyweight,2-5-0
Jessica Penne,802.6698240000001,Women's Strawweight,3-6-0
Liz Carmouche,802.5513408673515,Women's Flyweight,5-5-0
Tecia Pennington,800.7963408652065,Women's Strawweight,11-8-0
Dustin Stoltzfus,800.5778763062073,Middleweight,3-7-0
Hannah Cifers,799.1091168563806,Women's Strawweight,2-5-0
Frankie Edgar,795.7348956518271,Bantamweight,18-11-1
Miesha Tate,792.3092062200079,Women's Bantamweight,7-7-0
Lauren Murphy,789.302766219445,Women's Flyweight,8-7-0
Wu Yanan,788.8140467184184,Women's Bantamweight,1-5-0
Gina Mazany,788.457749833815,Women's Flyweight,2-6-0
Elise Reed,788.4395896849423,Women's Strawweight,4-5-0
Jinh Yu Frey,787.0338075937402,Women's Strawweight,2-6-0
Derrick Lewis,785.0676024256412,Heavyweight,20-10-0
Neil Magny,782.9018455110639,Welterweight,24-12-0
Gilbert Burns,782.2770157463226,Welterweight,15-9-0
Marlon Vera,775.3693906810956,Bantamweight,15-10-0
Molly McCann,773.8536958288597,Women's Strawweight,7-7-0
Marion Reneau,772.8443360444396,Women's Bantamweight,5-7-1
Diana Belbita,772.3854333493751,Women's Flyweight,2-6-0
Kailin Curran,771.106462004793,Women's Strawweight,1-6-0
Darren Elkins,770.0619297587876,Featherweight,19-11-0
Istela Nunes,769.5201232484645,Women's Strawweight,0-5-0
Josh Koscheck,767.5171051456516,Welterweight,15-10-0
Thiago Alves,766.1739796275598,Welterweight,15-12-0
Stephen Thompson,766.0317627693502,Welterweight,12-9-1
Ariane da Silva,765.4339561965916,Women's Flyweight,6-8-0
Diego Sanchez,765.2406345110996,Welterweight,19-13-0
Joanne Wood,765.1707998490241,Women's Flyweight,9-8-0
Thiago Santos,764.3066712482458,Light Heavyweight,14-10-0
Edson Barboza,763.9831860431323,Lightweight,18-13-0
Kelvin Gastelum,763.8006829115491,Middleweight,14-10-1
Jim Miller,762.8286984534594,Lightweight,27-18-1
Jorge Masvidal,761.3868538501049,Welterweight,12-10-0
Vitor Belfort,756.926096806341,Middleweight,15-10-1
Frank Mir,755.8348443017924,Heavyweight,16-11-0
Matt Brown,755.0312469609851,Welterweight,17-13-0
Cub Swanson,753.8339199290585,Featherweight,15-10-0
Brad Tavares,752.2187529259616,Middleweight,16-11-0
Anthony Smith,751.6494793513995,Light Heavyweight,13-12-0
Lucie Pudilova,751.3522890960513,Women's Flyweight,3-8-0
Ji Yeon Kim,751.1517424784751,Women's Flyweight,3-7-0
Polyana Viana,750.76315776,Women's Strawweight,4-7-0
Jared Cannonier,750.2293948220009,Middleweight,11-9-0
Lina Lansberg,749.9021734744535,Women's Bantamweight,4-7-0
Nate Diaz,749.2773504429238,Welterweight,16-11-0
Jake Ellenberger,745.6138432945854,Welterweight,10-11-0
Marcin Tybura,744.4157182526914,Heavyweight,14-9-0
Priscila Cachoeira,743.6343358120108,Women's Bantamweight,5-7-0
Stefan Struve,742.6374797622673,Heavyweight,13-11-0
Gleison Tibau,742.310901600642,Lightweight,16-12-0
Kevin Holland,741.7352972224625,Welterweight,15-12-1
Alex Oliveira,740.9104970452514,Welterweight,11-10-1
Nate Marquardt,740.8047584419851,Middleweight,13-12-0
Alex Morono,737.3959239123939,Welterweight,13-9-1
Melvin Guillard,737.325309638783,Lightweight,12-9-1
Uriah Hall,737.0495770781021,Middleweight,10-9-0
Carlos Condit,737.023817017699,Welterweight,9-10-0
Pedro Munhoz,736.3397191443496,Bantamweight,10-10-2
Dan Ige,733.4708284026852,Featherweight,11-9-0
Drew Dober,732.9943749717497,Lightweight,14-11-1
Mike Pyle,732.8971117689318,Welterweight,10-9-0
Roxanne Modafferi,731.9098363780287,Women's Flyweight,4-8-0
Nik Lentz,731.0297674304786,Catch Weight,14-9-2
Dan Henderson,730.9557737831184,Middleweight,9-9-0
Ovince Saint Preux,730.3173017129733,Light Heavyweight,15-13-0
Evan Dunham,729.4556485299483,Catch Weight,11-9-1
Clay Guida,729.304288086959,Lightweight,18-19-0
Michael Johnson,728.4506156330671,Lightweight,16-15-0
Nikita Krylov,727.1189361935128,Light Heavyweight,11-9-0
Joe Lauzon,727.0225918586477,Lightweight,15-12-0
Alex Caceres,726.1984554073779,Featherweight,16-13-1
Sam Alvey,726.02424210145,Middleweight,10-13-1
Ashley Yoder,724.9618209023877,Women's Strawweight,3-8-0
Tim Boetsch,723.965526847694,Middleweight,12-12-0
Louis Smolka,723.8894799715817,Bantamweight,8-9-0
Roy Nelson,722.7712364474347,Heavyweight,9-10-0
Chris Leben,722.5149916974558,Middleweight,12-10-0
Jeremy Stephens,722.4373525809481,Lightweight,15-19-1
Julija Stoliarenko,720.897408,Women's Flyweight,2-7-0
Yves Edwards,720.5397381361317,Lightweight,10-10-1
Paul Craig,720.2007170757149,Light Heavyweight,9-10-2
Ross Pearson,719.593355749871,Lightweight,12-13-1
King Green,718.4318710955246,Lightweight,13-12-2
Gabriel Gonzaga,717.7548448834079,Heavyweight,12-10-0
Ben Saunders,717.7250872477312,Welterweight,9-10-0
Tim Means,716.9708411212355,Welterweight,15-14-1
Mauricio Rua,716.4616909497165,Light Heavyweight,11-12-1
Chris Camozzi,716.0564728939588,Middleweight,9-10-0
Bryan Barberena,715.4871954774703,Middleweight,9-10-0
Cole Miller,714.8724184026603,Featherweight,10-9-1
Court McGee,712.0344051819263,Welterweight,11-13-0
John Makdessi,711.2415033185838,Lightweight,11-9-0
CB Dollaway,710.1092130397558,Middleweight,11-9-0
Gerald Meerschaert,707.9540960170049,Middleweight,12-13-0
Andre Fili,707.3213945717417,Featherweight,13-11-1
Brian Kelleher,706.4367656811407,Bantamweight,8-9-0
Bruno Silva,706.4178284329191,Flyweight,9-11-1
Patrick Cote,706.1092580001662,Welterweight,10-11-0
Chris Lytle,703.736346337077,Welterweight,10-10-0
Niko Price,703.6875033464801,Welterweight,8-9-2
Ed Herman,702.4595171843388,Light Heavyweight,13-12-1
Joshua Burkman,702.4195797550408,Welterweight,6-12-1
Max Griffin,698.6092507480303,Welterweight,8-10-0
David Abbott,693.5403411005341,Heavyweight,8-10-0
Eryk Anders,693.1411306244129,Middleweight,9-9-1
Sam Stout,690.5890355784886,Lightweight,9-11-0
Devin Clark,689.7952450712357,Light Heavyweight,8-9-0
Tim Elliott,688.9342958500295,Flyweight,10-11-0
Jessica Andrade,687.046049468085,Women's Strawweight,17-13-0
Ion Cutelaba,686.1023979510544,Light Heavyweight,8-10-1
Gian Villante,684.6166304606446,Heavyweight,7-11-0
Walt Harris,683.017103532376,Heavyweight,6-9-1
Brad Pickett,682.7066987330345,Catch Weight,5-9-0
Takanori Gomi,682.6977290305674,Lightweight,4-9-0
Josh Neer,681.314417617383,Welterweight,6-9-0
Eddie Wineland,678.8907956008853,Bantamweight,6-10-0
Marc-Andre Barriault,677.4097337729607,Middleweight,6-9-1
Jake Collier,666.1479056745321,Heavyweight,5-9-0
Chase Sherman,665.0486437520448,Heavyweight,4-11-0
Michelle Waterson-Gomez,638.0853939177928,Women's Strawweight,6-9-0
Karolina Kowalkiewicz,634.8239036114439,Women's Strawweight,9-10-0
Andrea Lee,634.2549418509144,Women's Flyweight,5-9-0
Angela Hill,618.1630529405448,Women's Strawweight,13-16-0
Randa Markos,601.4713382797496,Women's Strawweight,7-10-1
Cortney Casey,601.0833075017689,Women's Flyweight,6-9-0
Jessica Eye,600.3411199518301,Women's Flyweight,5-10-1
